img_path_a,scene_a,scene_id_a,x1_a,x2_a,x3_a,q1_a,q2_a,q3_a,q4_a,img_path_b,scene_b,scene_id_b,x1_b,x2_b,x3_b,q1_b,q2_b,q3_b,q4_b,x1_ab,x2_ab,x3_ab,q1_ab,q2_ab,q3_ab,q4_ab,cluster_q,cluster_x
fire/seq-02/frame-000961.color.png,fire,1,0.9404939,-0.3896117,0.6373558,0.8990376,-0.1081994,-0.4194538,-0.0638961,fire/seq-01/frame-000973.color.png,fire,1,-0.3843319,-0.6348864,0.7565603,0.8263123,-0.1920539,-0.4966826,-0.183384,-1.324826,-0.245274,0.119204,0.98372,-0.128442,-0.092357,-0.08525,8,17
fire/seq-01/frame-000412.color.png,fire,1,1.3052257,-0.5935881,0.7202491,0.8074272,-0.2052702,-0.5196578,-0.1894234,fire/seq-01/frame-000551.color.png,fire,1,0.438147,-0.6995242,1.1506699,0.8463974,-0.2781562,-0.4269399,-0.1547996,-0.867079,-0.105936,0.430421,0.991687,-0.050421,0.0742,0.092244,5,12
fire/seq-01/frame-000467.color.png,fire,1,1.5188837,-0.7714686,1.216627,0.7648022,-0.2034819,-0.5644967,-0.2345554,fire/seq-01/frame-000517.color.png,fire,1,0.7258877,-0.7964228,1.4051858,0.7840027,-0.2630887,-0.5225793,-0.2074487,-0.792996,-0.024954,0.188559,0.996793,-0.036211,0.0234,0.067411,3,10
fire/seq-01/frame-000429.color.png,fire,1,1.5484716,-0.629754,0.8107283,0.8154513,-0.1840821,-0.5194671,-0.1769373,fire/seq-02/frame-000963.color.png,fire,1,0.9472089,-0.3902935,0.6574935,0.892147,-0.1055342,-0.4333127,-0.0719473,-0.601263,0.239461,-0.153235,0.984752,0.117463,0.104666,0.074241,7,8
fire/seq-02/frame-000501.color.png,fire,1,0.138029,-0.6625669,0.6554433,0.9741077,-0.2074161,-0.0510499,-0.0740723,fire/seq-02/frame-000052.color.png,fire,1,-0.2910061,0.0069463,0.4318838,0.9874678,-0.1022619,0.0076047,0.1199669,-0.429035,0.669513,-0.223559,0.973837,0.110761,0.02536,0.196801,10,10
fire/seq-01/frame-000813.color.png,fire,1,0.8279,-0.4831524,1.0351903,0.8083889,-0.1994278,-0.5062024,-0.224711,fire/seq-01/frame-000395.color.png,fire,1,1.0611923,-0.565228,0.6516033,0.8140687,-0.2004251,-0.5063889,-0.2017232,0.233292,-0.082076,-0.383587,0.999719,0.012007,-0.002091,0.020321,1,5
fire/seq-01/frame-000191.color.png,fire,1,-0.9794156,-0.5415583,0.4580577,0.981376,-0.1816376,-0.0611427,0.0130554,fire/seq-02/frame-000524.color.png,fire,1,0.0692254,-0.6011938,0.847132,0.9816496,-0.1829394,-0.05203,-0.0137911,1.048641,-0.059636,0.389074,0.999597,-0.002751,0.013853,-0.024615,1,14
fire/seq-02/frame-000026.color.png,fire,1,-0.234378,-0.1593542,0.3988271,0.9871705,-0.1081079,-0.019845,0.1158159,fire/seq-02/frame-000041.color.png,fire,1,-0.3078947,-0.0707969,0.4295827,0.9868358,-0.1023162,0.0016594,0.1252344,-0.073517,0.088557,0.030756,0.999708,0.008359,0.019533,0.011546,1,1
fire/seq-01/frame-000386.color.png,fire,1,0.9380992,-0.5864106,0.7271196,0.7825409,-0.1971024,-0.5509966,-0.2125634,fire/seq-01/frame-000565.color.png,fire,1,0.2565312,-0.6724012,1.0820712,0.8263156,-0.2618029,-0.4728736,-0.1582792,-0.681568,-0.08599,0.354951,0.992424,-0.028699,0.060804,0.102831,5,10
fire/seq-02/frame-000717.color.png,fire,1,-0.5899412,-0.3228714,0.8580553,0.8967606,-0.100711,0.3695833,0.2215533,fire/seq-02/frame-000787.color.png,fire,1,-0.931792,-0.1802971,0.7054111,0.9201835,-0.1210156,0.3290061,0.174277,-0.341851,0.142574,-0.152644,0.997579,-0.007366,-0.035784,-0.059175,2,5
fire/seq-01/frame-000680.color.png,fire,1,1.0452693,-0.5253001,0.4385197,0.924113,-0.2336706,-0.2762636,-0.1228483,fire/seq-02/frame-000449.color.png,fire,1,-0.1320613,-0.6031529,0.3368699,0.9531943,-0.2921266,-0.0583656,-0.0517309,-1.17733,-0.077853,-0.10165,0.971601,-0.054345,0.185593,0.136354,10,15
fire/seq-02/frame-000712.color.png,fire,1,-0.5583985,-0.3405597,0.8827797,0.8915808,-0.1076381,0.3739551,0.2316361,fire/seq-01/frame-000075.color.png,fire,1,-0.7490618,-0.4215223,0.5321689,0.953454,-0.221321,0.1636608,0.1231163,-0.190664,-0.080962,-0.350611,0.963626,-0.102826,-0.172614,-0.176228,12,5
fire/seq-02/frame-000260.color.png,fire,1,-0.8608533,-0.0070605,0.8369646,0.8670063,-0.0292955,0.4344728,0.2422297,fire/seq-01/frame-000106.color.png,fire,1,-0.8696048,-0.5929956,0.7861112,0.8831865,-0.173422,0.3855147,0.2031869,-0.008752,-0.585935,-0.050854,0.987523,-0.119378,-0.013421,-0.101819,6,7
fire/seq-01/frame-000168.color.png,fire,1,-0.9575638,-0.6313336,0.5818701,0.9852607,-0.1659248,0.0061104,0.0411459,fire/seq-01/frame-000317.color.png,fire,1,0.2437615,-0.5304146,0.5610449,0.9502731,-0.2837797,-0.1274755,0.0141448,1.201326,0.100919,-0.020825,0.983156,-0.127252,-0.122072,-0.048048,8,15
fire/seq-02/frame-000710.color.png,fire,1,-0.5502626,-0.3445513,0.8911301,0.8897591,-0.1080556,0.3762868,0.2346506,fire/seq-02/frame-000281.color.png,fire,1,-0.8939067,0.0114855,0.8890929,0.9091311,-0.0538365,0.3573861,0.2070203,-0.343644,0.356036,-0.002037,0.997782,0.056295,-0.033839,-0.010769,2,6
fire/seq-01/frame-000458.color.png,fire,1,1.6315306,-0.745358,1.0762684,0.7980965,-0.1777085,-0.539853,-0.2000509,fire/seq-01/frame-000805.color.png,fire,1,0.7548957,-0.4466545,1.0189574,0.7907724,-0.1888085,-0.5312297,-0.2383807,-0.876635,0.298703,-0.057311,0.99914,-0.032578,0.007526,-0.024526,1,12
fire/seq-01/frame-000538.color.png,fire,1,0.566119,-0.7303857,1.226317,0.8422129,-0.2907282,-0.4280968,-0.1512867,fire/seq-01/frame-000416.color.png,fire,1,1.3792987,-0.5996534,0.763812,0.7991501,-0.2001002,-0.5344786,-0.1888164,0.81318,0.130733,-0.462505,0.988604,0.063836,-0.083409,-0.107846,6,12
fire/seq-02/frame-000238.color.png,fire,1,-0.7824307,-0.0297179,0.7068229,0.8731482,-0.0561341,0.430459,0.2217346,fire/seq-02/frame-000765.color.png,fire,1,-0.8428336,-0.1880564,0.7291058,0.9205144,-0.0971294,0.3289583,0.1870979,-0.060403,-0.158338,0.022283,0.992287,-0.040733,-0.097982,-0.064091,5,2
fire/seq-01/frame-000646.color.png,fire,1,0.8018907,-0.6229607,0.6466764,0.9193351,-0.1847577,-0.3325612,-0.1004519,fire/seq-01/frame-000964.color.png,fire,1,-0.2741519,-0.6395184,0.7533169,0.8203838,-0.1809472,-0.5114071,-0.1808072,-1.076043,-0.016557,0.106641,0.975879,-0.023537,-0.182086,-0.118117,9,14
fire/seq-02/frame-000450.color.png,fire,1,-0.1281748,-0.6096293,0.336682,0.9523328,-0.2955191,-0.0542323,-0.0528164,fire/seq-02/frame-000436.color.png,fire,1,-0.1684118,-0.513258,0.3406907,0.9577162,-0.2601229,-0.1151255,-0.0431493,-0.040237,0.096371,0.004009,0.997458,0.039039,-0.058685,-0.010423,2,1
fire/seq-01/frame-000001.color.png,fire,1,-0.227498,-0.290183,0.2844273,0.9791104,-0.1976137,-0.028041,0.0387977,fire/seq-01/frame-000061.color.png,fire,1,-0.6947942,-0.3789822,0.3891972,0.9686234,-0.2268214,0.0797762,0.0629007,-0.467296,-0.088799,0.10477,0.993416,-0.025811,0.10164,0.04613,4,6
fire/seq-01/frame-000413.color.png,fire,1,1.3315271,-0.592183,0.7335109,0.8054006,-0.2025564,-0.5240323,-0.1889203,fire/seq-01/frame-000774.color.png,fire,1,0.7211311,-0.3189223,0.902897,0.7595065,-0.2052568,-0.5530659,-0.2741123,-0.610396,0.273261,0.169386,0.994894,-0.05063,-0.030679,-0.081743,4,9
fire/seq-01/frame-000339.color.png,fire,1,0.4540119,-0.5191377,0.6593573,0.9430127,-0.2641758,-0.2021882,-0.0076276,fire/seq-02/frame-000502.color.png,fire,1,0.1366478,-0.6593303,0.6654669,0.9746696,-0.205031,-0.0538445,-0.0712896,-0.317364,-0.140192,0.00611,0.984721,0.050132,0.163558,-0.032562,7,4
fire/seq-01/frame-000647.color.png,fire,1,0.8085795,-0.6225381,0.6421157,0.9199134,-0.1861076,-0.3305406,-0.0993283,fire/seq-01/frame-000697.color.png,fire,1,1.1672165,-0.4792514,0.5579953,0.8953426,-0.2321623,-0.3480465,-0.152728,0.358637,0.143287,-0.084121,0.997059,-0.062849,-0.01886,-0.039598,3,5
fire/seq-02/frame-000046.color.png,fire,1,-0.307889,-0.0313421,0.4304682,0.9881712,-0.0916548,0.0124468,0.1223202,fire/seq-02/frame-000879.color.png,fire,1,0.2193581,-0.4368853,0.425653,0.9665465,-0.1935026,-0.1578835,-0.0584584,0.527247,-0.405543,-0.004815,0.963734,-0.121206,-0.139016,-0.192872,12,8
fire/seq-02/frame-000820.color.png,fire,1,-0.6776277,-0.2466983,0.4686226,0.9717056,-0.152423,0.1374824,0.1168507,fire/seq-02/frame-000204.color.png,fire,1,-0.5016826,-0.0725591,0.460868,0.9436277,-0.0780517,0.2829982,0.1529269,0.175945,0.174139,-0.007755,0.985602,0.080029,0.131071,0.070742,7,3
fire/seq-02/frame-000123.color.png,fire,1,0.2501652,0.0453709,0.467629,0.9886115,-0.126819,-0.0809372,0.0036714,fire/seq-01/frame-000147.color.png,fire,1,-0.9845958,-0.7003324,0.7353152,0.9748806,-0.1336901,0.1594229,0.0794931,-1.234761,-0.745703,0.267686,0.968122,-0.001514,0.226919,0.106045,11,18
fire/seq-02/frame-000294.color.png,fire,1,-0.9041097,0.0181752,0.8817771,0.9457139,-0.0652616,0.2723687,0.1648681,fire/seq-02/frame-000819.color.png,fire,1,-0.6914539,-0.2433957,0.4739672,0.9701862,-0.1534033,0.1430231,0.1214515,0.212656,-0.261571,-0.40781,0.986509,-0.091256,-0.111624,-0.077542,7,6
fire/seq-02/frame-000989.color.png,fire,1,1.1296451,-0.4176981,0.9116291,0.7764053,-0.0830799,-0.6016681,-0.1681904,fire/seq-01/frame-000477.color.png,fire,1,1.3780233,-0.8089441,1.2798202,0.7565335,-0.2288164,-0.5477824,-0.2742893,0.248378,-0.391246,0.368191,0.982103,-0.187697,0.014182,0.006439,8,7
fire/seq-01/frame-000609.color.png,fire,1,0.385238,-0.6607096,0.7853494,0.8755006,-0.1553201,-0.4412606,-0.121093,fire/seq-01/frame-000437.color.png,fire,1,1.653515,-0.6368752,0.8212556,0.8313163,-0.175326,-0.4965704,-0.1777412,1.268277,0.023835,0.035907,0.99569,-0.042676,-0.061544,-0.054709,3,16
fire/seq-02/frame-000415.color.png,fire,1,-0.3005587,-0.295783,0.3358406,0.9589696,-0.2028555,-0.197962,0.0061573,fire/seq-02/frame-000606.color.png,fire,1,-0.1153295,-0.4206643,1.0408859,0.97513,-0.2047892,0.0188364,0.0826319,0.18523,-0.124881,0.705045,0.973444,0.017898,0.195598,0.117596,10,9
fire/seq-01/frame-000675.color.png,fire,1,1.0163065,-0.533999,0.4445891,0.9286127,-0.2265848,-0.2736823,-0.1069384,fire/seq-01/frame-000983.color.png,fire,1,-0.4564374,-0.6316066,0.7584179,0.8395973,-0.1990337,-0.4751256,-0.1723877,-1.472744,-0.097608,0.313829,0.97323,0.009043,-0.193639,-0.123473,10,19
fire/seq-02/frame-000122.color.png,fire,1,0.2480544,0.0485433,0.4667344,0.9885852,-0.1256164,-0.0829815,0.0058265,fire/seq-02/frame-000518.color.png,fire,1,0.0874458,-0.6137798,0.8082669,0.9806384,-0.1848923,-0.0565787,-0.0310167,-0.160608,-0.662323,0.341533,0.997184,-0.062499,0.030417,-0.028142,3,9
fire/seq-01/frame-000630.color.png,fire,1,0.6308774,-0.6359336,0.7301665,0.9123811,-0.1654576,-0.3629797,-0.091816,fire/seq-02/frame-000872.color.png,fire,1,0.1300348,-0.4138593,0.4196134,0.969304,-0.1906822,-0.1506172,-0.0374763,-0.500842,0.222075,-0.310553,0.974038,-0.013368,0.203106,0.099094,10,8
fire/seq-01/frame-000051.color.png,fire,1,-0.6428928,-0.3579462,0.3325549,0.9745828,-0.2120795,0.0540329,0.0478649,fire/seq-01/frame-000047.color.png,fire,1,-0.6198958,-0.3451591,0.321673,0.9743868,-0.2142629,0.0513807,0.0449647,0.022997,0.012787,-0.010882,0.99999,-0.00214,-0.001854,-0.003497,0,0
fire/seq-02/frame-000389.color.png,fire,1,-0.5673698,-0.0226796,0.3394849,0.982072,-0.0977361,-0.1541972,0.0469624,fire/seq-02/frame-000071.color.png,fire,1,-0.1435427,0.0687186,0.4170063,0.9893507,-0.1017368,-0.0156073,0.1029142,0.423827,0.091399,0.077521,0.988797,0.011918,0.131946,0.068769,6,5
fire/seq-02/frame-000940.color.png,fire,1,0.7770847,-0.4594886,0.6150467,0.8965067,-0.1829417,-0.3852021,-0.1201141,fire/seq-01/frame-000410.color.png,fire,1,1.279729,-0.5892614,0.7070889,0.8099688,-0.207664,-0.5141836,-0.1908964,0.502644,-0.129772,0.092042,0.985127,-0.049768,-0.138987,-0.087922,7,6
fire/seq-01/frame-000510.color.png,fire,1,0.809001,-0.8100057,1.4176217,0.7691861,-0.2478301,-0.5460229,-0.2208888,fire/seq-01/frame-000887.color.png,fire,1,1.2758691,-0.7722957,1.0675558,0.7626153,-0.0660915,-0.6144365,-0.1910959,0.466868,0.03771,-0.350066,0.980682,0.169535,-0.023443,-0.094713,8,7
fire/seq-02/frame-000310.color.png,fire,1,-0.8892261,0.0143802,0.8198829,0.9771915,-0.0628052,0.1560283,0.1296437,fire/seq-02/frame-000818.color.png,fire,1,-0.7036416,-0.2374555,0.4792789,0.9693984,-0.1520179,0.1474405,0.1241717,0.185584,-0.251836,-0.340604,0.995939,-0.087925,0.004731,-0.018796,3,5
fire/seq-01/frame-000581.color.png,fire,1,0.1451643,-0.682357,0.9980237,0.8043105,-0.2289552,-0.5194378,-0.1756375,fire/seq-02/frame-000927.color.png,fire,1,0.6142977,-0.4836176,0.6281512,0.9140896,-0.2239122,-0.3039156,-0.1481177,0.469134,0.198739,-0.369873,0.970359,0.005634,0.224951,0.088137,11,8
fire/seq-02/frame-000644.color.png,fire,1,-0.3169256,-0.3846618,0.9542198,0.9688013,-0.1645534,0.1296899,0.1323888,fire/seq-01/frame-000070.color.png,fire,1,-0.7250019,-0.4055897,0.472485,0.9607991,-0.2257213,0.1293224,0.0958684,-0.408076,-0.020928,-0.481735,0.99743,-0.055888,0.014789,-0.042313,2,8
fire/seq-02/frame-000704.color.png,fire,1,-0.5204571,-0.3578691,0.9134272,0.8889947,-0.1120064,0.3756658,0.2366815,fire/seq-01/frame-000144.color.png,fire,1,-0.9950972,-0.7050082,0.760988,0.9705584,-0.1325709,0.1810742,0.0874842,-0.47464,-0.347139,-0.152439,0.966402,0.000846,-0.182048,-0.181455,11,7
fire/seq-01/frame-000319.color.png,fire,1,0.2607466,-0.5276231,0.5664684,0.9504193,-0.279839,-0.1350401,0.0125466,fire/seq-02/frame-000619.color.png,fire,1,-0.1741615,-0.3970105,1.0127094,0.974508,-0.199571,0.034353,0.0965686,-0.434908,0.130613,0.446241,0.978612,0.096499,0.139726,0.116114,9,8
fire/seq-02/frame-000017.color.png,fire,1,-0.165745,-0.2060669,0.3769358,0.9870077,-0.1198196,-0.0419262,0.0984952,fire/seq-02/frame-000897.color.png,fire,1,0.3793319,-0.4857322,0.4971126,0.9569301,-0.208582,-0.1812771,-0.0889768,0.545077,-0.279665,0.120177,0.968327,-0.112795,-0.107593,-0.195047,11,8
fire/seq-01/frame-000479.color.png,fire,1,1.3339535,-0.8225188,1.2952386,0.7500453,-0.2317951,-0.5517316,-0.2815943,fire/seq-01/frame-000521.color.png,fire,1,0.689743,-0.7842318,1.3824708,0.7982598,-0.2653817,-0.5026376,-0.1992722,-0.644211,0.038287,0.087232,0.99368,0.017578,0.034884,0.105231,4,8
fire/seq-02/frame-000218.color.png,fire,1,-0.6503874,-0.0555449,0.5578041,0.9179351,-0.0777659,0.3478446,0.1742176,fire/seq-02/frame-000683.color.png,fire,1,-0.4436203,-0.3903143,0.9425119,0.9094746,-0.1101419,0.3363495,0.2181596,0.206767,-0.334769,0.384708,0.998409,-0.047663,-0.005389,0.029652,2,7
fire/seq-02/frame-000100.color.png,fire,1,0.1383012,0.0747109,0.4216425,0.9911025,-0.1078852,-0.0603863,0.0492958,fire/seq-02/frame-000054.color.png,fire,1,-0.2822847,0.0146708,0.430068,0.9875874,-0.1032256,0.0055461,0.1182578,-0.420586,-0.06004,0.008425,0.995432,0.011653,0.057464,0.075352,4,5
fire/seq-02/frame-000954.color.png,fire,1,0.9067289,-0.4027452,0.6027999,0.9064416,-0.1036935,-0.404418,-0.0636976,fire/seq-01/frame-000988.color.png,fire,1,-0.4891672,-0.63256,0.7556471,0.8545249,-0.1982444,-0.4528339,-0.1594612,-1.395896,-0.229815,0.152847,0.988426,-0.126732,-0.060967,-0.056889,6,18
fire/seq-02/frame-000240.color.png,fire,1,-0.791464,-0.0276948,0.7245421,0.8699026,-0.0504687,0.4355862,0.2258031,fire/seq-02/frame-000692.color.png,fire,1,-0.4749294,-0.3774944,0.9333948,0.8973159,-0.1073293,0.3627456,0.2274207,0.316535,-0.349799,0.208853,0.995353,-0.06523,-0.06255,-0.033228,4,6
fire/seq-02/frame-000329.color.png,fire,1,-0.8103991,0.0531913,0.6420729,0.9924287,-0.0664241,0.0178483,0.101757,fire/seq-01/frame-000010.color.png,fire,1,-0.2553338,-0.2865409,0.2800258,0.9771544,-0.2073612,-0.0335237,0.0323545,0.555065,-0.339732,-0.362047,0.986224,-0.144871,-0.031759,-0.073249,7,9
fire/seq-01/frame-000991.color.png,fire,1,-0.5163376,-0.6314963,0.7494021,0.8694688,-0.2008305,-0.4281035,-0.1428931,fire/seq-01/frame-000750.color.png,fire,1,0.8901657,-0.2813039,0.8243975,0.8131176,-0.2241681,-0.4716828,-0.2571067,1.406504,0.350192,0.074996,0.990668,-0.074273,-0.042413,-0.106119,5,18
fire/seq-02/frame-000158.color.png,fire,1,0.0191636,-0.0854771,0.4475102,0.9863934,-0.1513687,0.0570613,0.0293193,fire/seq-02/frame-000853.color.png,fire,1,-0.1569154,-0.347345,0.4227623,0.9835916,-0.1749112,-0.0231071,0.0376789,-0.176079,-0.261868,-0.024748,0.996471,-0.026472,-0.079492,-0.005151,3,4
fire/seq-01/frame-000278.color.png,fire,1,-0.1713608,-0.5313667,0.4688968,0.946746,-0.3215209,-0.0033848,0.0168769,fire/seq-01/frame-000043.color.png,fire,1,-0.5802551,-0.3421294,0.3093526,0.9738436,-0.2159258,0.0477893,0.0521613,-0.408894,0.189238,-0.159544,0.992126,0.109664,0.035414,0.049043,5,6
fire/seq-01/frame-000021.color.png,fire,1,-0.3260556,-0.2933006,0.2758948,0.9756935,-0.2166773,-0.0168396,0.0280988,fire/seq-01/frame-000077.color.png,fire,1,-0.753583,-0.4267243,0.544248,0.9516433,-0.2233772,0.1681234,0.1273267,-0.427527,-0.133423,0.268353,0.97766,-0.004879,0.158749,0.13768,9,6
fire/seq-01/frame-000800.color.png,fire,1,0.7311258,-0.4275028,1.0062109,0.7867644,-0.1885576,-0.536294,-0.2404924,fire/seq-01/frame-000533.color.png,fire,1,0.5974345,-0.7455385,1.2746753,0.8296742,-0.2963152,-0.4427084,-0.166875,-0.133691,-0.318035,0.268464,0.986186,-0.059713,0.05684,0.143666,7,5
fire/seq-02/frame-000908.color.png,fire,1,0.4511946,-0.5021577,0.5526637,0.9535454,-0.2130769,-0.1892334,-0.0976735,fire/seq-02/frame-000940.color.png,fire,1,0.7770847,-0.4594886,0.6150467,0.8965067,-0.1829417,-0.3852021,-0.1201141,0.32589,0.042669,0.062383,0.978467,0.031476,-0.189929,-0.074425,9,4
fire/seq-02/frame-000849.color.png,fire,1,-0.2168707,-0.3302275,0.4214018,0.9842404,-0.1658932,0.0064422,0.0608994,fire/seq-02/frame-000637.color.png,fire,1,-0.276959,-0.3809173,0.9752877,0.9716399,-0.1743201,0.1017284,0.123206,-0.060088,-0.05069,0.553886,0.993405,-0.004984,0.084042,0.077843,4,7
fire/seq-01/frame-000301.color.png,fire,1,0.0941426,-0.535508,0.5299229,0.9544979,-0.2872966,-0.0799495,-0.001609,fire/seq-02/frame-000868.color.png,fire,1,0.0706972,-0.4003797,0.4196042,0.9722613,-0.1886994,-0.1364912,-0.0216954,-0.023446,0.135128,-0.110319,0.993182,0.097697,-0.046618,-0.043269,5,2
fire/seq-01/frame-000487.color.png,fire,1,1.2024901,-0.8395473,1.3447746,0.7511769,-0.2322164,-0.5551211,-0.271384,fire/seq-01/frame-000382.color.png,fire,1,0.899082,-0.5944715,0.7490745,0.7920594,-0.1886374,-0.539135,-0.2153865,-0.303408,0.245075,-0.5957,0.996519,0.068974,0.033523,0.032677,3,9
fire/seq-02/frame-000463.color.png,fire,1,-0.0652882,-0.6932142,0.3558212,0.9462713,-0.315229,0.0031036,-0.072053,fire/seq-02/frame-000538.color.png,fire,1,0.0328393,-0.5767564,0.9211106,0.9835044,-0.1764899,-0.0381245,0.01081,0.098127,0.116458,0.56529,0.9854,0.145732,-0.055252,0.068526,7,7
fire/seq-02/frame-000239.color.png,fire,1,-0.7885454,-0.027811,0.7187179,0.8709695,-0.0516366,0.4337155,0.2250259,fire/seq-01/frame-000109.color.png,fire,1,-0.8828766,-0.6134293,0.8003735,0.8784994,-0.1637104,0.3999811,0.2035998,-0.094332,-0.585618,0.081656,0.992893,-0.09552,-0.006321,-0.070703,5,7
fire/seq-02/frame-000016.color.png,fire,1,-0.1601579,-0.210488,0.3760154,0.9871318,-0.1201075,-0.0428888,0.0964649,fire/seq-02/frame-000818.color.png,fire,1,-0.7036416,-0.2374555,0.4792789,0.9693984,-0.1520179,0.1474405,0.1241717,-0.543484,-0.026968,0.103264,0.980838,-0.014081,0.186866,0.053287,8,7
fire/seq-02/frame-000516.color.png,fire,1,0.0954685,-0.6175024,0.7907949,0.9801825,-0.1851415,-0.0606904,-0.0357994,fire/seq-01/frame-000255.color.png,fire,1,-0.3718758,-0.4933882,0.3612429,0.9482624,-0.3168087,0.000787,0.0207362,-0.467345,0.124114,-0.429552,0.987335,-0.133734,0.043141,0.073645,7,8
fire/seq-02/frame-000999.color.png,fire,1,1.2499332,-0.4037863,0.8793631,0.7964601,-0.0687168,-0.5814008,-0.1513352,fire/seq-01/frame-000781.color.png,fire,1,0.7006488,-0.3459255,0.936424,0.7611979,-0.1975683,-0.5558796,-0.2693367,-0.549284,0.05786,0.057061,0.983789,-0.177515,-0.011561,-0.022652,8,7
fire/seq-01/frame-000977.color.png,fire,1,-0.4173348,-0.6333587,0.7569307,0.8304973,-0.1924639,-0.4886904,-0.1855088,fire/seq-01/frame-000629.color.png,fire,1,0.619569,-0.6401981,0.7327997,0.911155,-0.1651517,-0.3663014,-0.0913492,1.036904,-0.006839,-0.024131,0.984454,0.061516,0.127994,0.103365,7,13
fire/seq-02/frame-000272.color.png,fire,1,-0.8863323,0.0050665,0.8783781,0.8918168,-0.0465042,0.3926843,0.2197709,fire/seq-02/frame-000241.color.png,fire,1,-0.7928091,-0.0278359,0.7294323,0.8687283,-0.0493782,0.4377877,0.2263072,0.093523,-0.032903,-0.148946,0.998691,0.003708,0.049617,0.011873,2,2
fire/seq-01/frame-000461.color.png,fire,1,1.5945065,-0.7573468,1.1386108,0.7852849,-0.1766902,-0.5531339,-0.2148283,fire/seq-01/frame-000968.color.png,fire,1,-0.3325633,-0.6392448,0.753684,0.8221568,-0.1831764,-0.5076361,-0.1811359,-1.92707,0.118102,-0.384927,0.997696,0.01028,0.048784,0.046011,2,23
fire/seq-02/frame-000154.color.png,fire,1,0.0640445,-0.0756867,0.4526852,0.9875287,-0.1536314,0.03079,0.0153755,fire/seq-02/frame-000331.color.png,fire,1,-0.8062434,0.0563232,0.6252007,0.9926679,-0.068909,0.0102013,0.0987825,-0.870288,0.13201,0.172516,0.992708,0.081569,-0.034606,0.081731,5,11
fire/seq-01/frame-000176.color.png,fire,1,-0.9657025,-0.5964261,0.5363526,0.9853135,-0.1660927,-0.0205093,0.0339114,fire/seq-02/frame-000176.color.png,fire,1,-0.1969659,-0.0942956,0.4144749,0.9783126,-0.1169248,0.1472655,0.086867,0.768736,0.50213,-0.121878,0.983291,0.054057,0.154703,0.079272,8,12
fire/seq-01/frame-000096.color.png,fire,1,-0.8171744,-0.51692,0.7124229,0.9144744,-0.1995063,0.3084636,0.1696585,fire/seq-02/frame-000786.color.png,fire,1,-0.9289966,-0.1791495,0.7078551,0.9195506,-0.1189662,0.3311331,0.174999,-0.111823,0.33777,-0.004568,0.996473,0.076862,0.004431,0.033385,3,4
fire/seq-02/frame-000199.color.png,fire,1,-0.449693,-0.078774,0.4372177,0.9504918,-0.0788695,0.2632886,0.1449969,fire/seq-02/frame-000774.color.png,fire,1,-0.8793281,-0.1834186,0.7224283,0.9169842,-0.1042057,0.3384718,0.1836247,-0.429635,-0.104645,0.28521,0.995546,-0.025993,0.080905,0.040829,3,6
fire/seq-02/frame-000233.color.png,fire,1,-0.7596165,-0.0339031,0.6704752,0.8850783,-0.0613167,0.4087804,0.2139513,fire/seq-02/frame-000712.color.png,fire,1,-0.5583985,-0.3405597,0.8827797,0.8915808,-0.1076381,0.3739551,0.2316361,0.201218,-0.306657,0.212305,0.998143,-0.055278,-0.024659,-0.006811,2,5
fire/seq-02/frame-000911.color.png,fire,1,0.4720529,-0.5030184,0.5670374,0.9521911,-0.214383,-0.1934268,-0.0997903,fire/seq-02/frame-000866.color.png,fire,1,0.0431931,-0.3932113,0.4192142,0.9743745,-0.1848571,-0.1276418,-0.0113889,-0.42886,0.109807,-0.147823,0.993247,0.043403,0.050924,0.094779,4,6
fire/seq-01/frame-000585.color.png,fire,1,0.1410377,-0.6858243,0.9672683,0.8058921,-0.2171607,-0.5248142,-0.1671804,fire/seq-01/frame-000531.color.png,fire,1,0.6107179,-0.7475252,1.292217,0.82595,-0.294279,-0.4486585,-0.172951,0.46968,-0.061701,0.324949,0.993909,-0.073551,0.060259,0.05571,4,7
fire/seq-02/frame-000761.color.png,fire,1,-0.8226703,-0.1982844,0.7304159,0.9217265,-0.0896903,0.3283509,0.1859075,fire/seq-02/frame-000208.color.png,fire,1,-0.5518151,-0.0678591,0.4897699,0.9369886,-0.0764393,0.3014311,0.1592124,0.270855,0.130425,-0.240646,0.999077,0.017343,-0.029889,-0.025503,1,4
fire/seq-01/frame-000002.color.png,fire,1,-0.2299701,-0.2888155,0.2840725,0.9789752,-0.1982397,-0.0289441,0.0383518,fire/seq-02/frame-000136.color.png,fire,1,0.2166689,-0.0001351,0.4633467,0.9887597,-0.1433332,-0.0422613,-0.0048747,0.446639,0.28868,0.179274,0.997422,0.053928,-0.00629,-0.046921,2,7
fire/seq-02/frame-000295.color.png,fire,1,-0.9062009,0.0185466,0.8804311,0.9482588,-0.0651941,0.2662232,0.1602504,fire/seq-02/frame-000249.color.png,fire,1,-0.8236477,-0.0210925,0.7772716,0.8602772,-0.0303959,0.4493593,0.2389045,0.082553,-0.03964,-0.103159,0.975662,0.035669,0.186377,0.109886,9,1
